Ecol_Site,Treatment,Site,Plot,Indicator,1stHitAvg,AnyHitAvg
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Succulent (All),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Succulent (Invasive),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Total Foliar,0.42,0.42
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Total Litter,0,0.56
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Tree (All),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Tree (Invasive),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2014,Wild River West - 01,Woody Litter,0,0.147
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Annual,0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Bare Soil,0,0.267
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Forb/herb (All),0.007,0.007
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Forb/herb (Invasive),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Forb/herb (Perennial),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Graminoid (All),0.22,0.287
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Graminoid (Invasive),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Graminoid (Perennial),0.22,0.287
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Litter,0,0.407
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Perennial,0.54,0.54
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Shrub (All),0.087,0.107
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Shrub (Invasive),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Sub-Shrub (All),0.247,0.307
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Succulent (All),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Succulent (Invasive),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Total Foliar,0.56,0.56
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Total Litter,0,0.447
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Tree (All),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Tree (Invasive),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2016,Wild River West 03,Woody Litter,0,0.047
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Annual,0.1,0.1
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Bare Soil,0,0.327
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Forb/herb (All),0.1,0.1
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Forb/herb (Invasive),0,0
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Forb/herb (Perennial),0,0
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Graminoid (All),0.427,0.473
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Graminoid (Invasive),0,0
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Graminoid (Perennial),0.427,0.473
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Litter,0,0.3
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Perennial,0.48,0.52
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Shrub (All),0.02,0.02
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Shrub (Invasive),0,0
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Sub-Shrub (All),0.033,0.053
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Succulent (All),0,0
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Succulent (Invasive),0,0
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Total Foliar,0.58,0.58
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Total Litter,0,0.307
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Tree (All),0,0
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Tree (Invasive),0,0
 UNKNOWN,Shave & Seed,RGdNNM Treatment 2015,Wild Rivers (East) 02,Woody Litter,0,0.007
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Annual,0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Bare Soil,0,0.253
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Forb/herb (All),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Forb/herb (Invasive),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Forb/herb (Perennial),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Graminoid (All),0.347,0.347
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Graminoid (Invasive),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Graminoid (Perennial),0.347,0.347
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Litter,0,0.32
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Perennial,0.533,0.533
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Shrub (All),0.113,0.133
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Shrub (Invasive),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Sub-Shrub (All),0.06,0.073
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Succulent (All),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Succulent (Invasive),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Total Foliar,0.533,0.533
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Total Litter,0,0.447
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Tree (All),0.013,0.013
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Tree (Invasive),0,0
R036XB006NM,Shave & Disc & Seed,RGdNNM Treatment 2015,Wild Rivers (West) 02,Woody Litter,0,0.127
